dns.id	ip.src	ip.dst	frame.time_epoch	dns.qry.type	dns.qry.name.len	dns.qry.name	frame.len	dns.resp.ttl	dns.cname	dns.a	dns.aaaa	dns.txt
"0x00002c9a"	"187.124.15.148"	"187.124.187.212"	"1505818669.840075000"	"16"	"225"	"3.1o19sr00n5pq0s95p37413q0r8747p21nn77q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3pp1r07n4o0r1n32or9505s2o3n1.sr1033op29sosp653850n304r7s001318r.882o7r41164np4rpn5p8ss3s9r5pnnq687983o81.i.08.s.sophosxl.net"	"289"					
"0x0000e55c"	"9.159.42.176"	"187.124.15.148"	"1505818669.840460000"	"1"	"30"	"prod.outbrain.map.fastlylb.net"	"182"	"30,86400,86400,86400,86400"		"151.101.38.2"		
"0x0000d3ea"	"187.124.15.148"	"187.124.245.123"	"1505818669.841497000"	"1"	"30"	"prod.outbrain.map.fastlylb.net"	"110"	"30"		"151.101.38.2"		
"0x00003c9e"	"207.126.93.146"	"187.124.15.148"	"1505818669.843012000"	"16"	"217"	"3.1o19sr00no7n9067p36s17pqr8rsoprq9r77q7s9so7s45n9r623ooo9312q2p2.o5sp8r741p635393648s2q125s12qrn970o3pp9s6694o000030s18506rp818o.r2117p962rsrqs692812nr1rrp.oo4036sqpn352n983q687os8r28nsson4n4s71p2.i.06.s.sophosxl.net"	"281"					
"0x0000293b"	"187.124.15.148"	"187.124.53.184"	"1505818669.843119000"	"16"	"217"	"3.1o19sr00no7n9067p36s17pqr8rsoprq9r77q7s9so7s45n9r623ooo9312q2p2.o5sp8r741p635393648s2q125s12qrn970o3pp9s6694o000030s18506rp818o.r2117p962rsrqs692812nr1rrp.oo4036sqpn352n983q687os8r28nsson4n4s71p2.i.06.s.sophosxl.net"	"281"					
"0x0000949d"	"63.164.94.176"	"187.124.15.148"	"1505818669.849072000"	"28"	"30"	"prod.outbrain.map.fastlylb.net"	"155"	"30"				
"0x000061f0"	"187.124.15.148"	"187.124.245.123"	"1505818669.849191000"	"28"	"30"	"prod.outbrain.map.fastlylb.net"	"155"	"30"				
"0x00002871"	"203.236.188.211"	"187.124.15.148"	"1505818669.869125000"	"16"	"50"	"1.hgvyf-2strg.bqo.bhgoenva.pbz.m.06.s.sophosxl.net"	"154"	"10"				"w u r 8 0	#f65deb73ccdd3f4b"
"0x0000f88e"	"187.124.15.148"	"187.124.245.123"	"1505818669.869226000"	"16"	"50"	"1.hgvyf-2strg.bqo.bhgoenva.pbz.m.06.s.sophosxl.net"	"154"	"10"				"w u r 8 0	#f65deb73ccdd3f4b"
"0x0000b05d"	"207.190.89.180"	"187.124.15.148"	"1505818669.879157000"	"16"	"219"	"3.1o19sr00nn3os2r3p3717spqr89s6onp6477q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r3pon8q44r5r5n1.9p3n4o977prpqo49354s2r84q657.8n0rs72o17r01705qpr5p4p9nq654qp52qs1r6q6.i.03.s.sophosxl.net"	"283"					
"0x00002f38"	"187.124.15.148"	"187.124.55.186"	"1505818669.879233000"	"16"	"219"	"3.1o19sr00nn3os2r3p3717spqr89s6onp6477q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r3pon8q44r5r5n1.9p3n4o977prpqo49354s2r84q657.8n0rs72o17r01705qpr5p4p9nq654qp52qs1r6q6.i.03.s.sophosxl.net"	"283"					
"0x0000531b"	"187.124.15.148"	"187.124.233.187"	"1505818669.899819000"	"1"	"31"	"p28-ckdatabase.fe.apple-dns.net"	"223"	"46,46,46,46,46,46,46,46"		"17.248.148.73,17.248.148.75,17.248.148.80,17.248.148.72,17.248.148.9,17.248.148.16,17.248.148.10,17.248.148.108"		
"0x000097eb"	"207.124.27.243"	"187.124.15.148"	"1505818669.907901000"	"16"	"225"	"3.1o19sr00o8nnnqnrp375r5pqr8622rs14p77q7s9so7s45n9r6079389968r9p2.94op5r741p635393648s247p01n84noqq0oq6s5q47249090029npn705s2s0o7.ps1o5o962nrqpr744o3pp76q82qr3105o3.npqn3o686797s8o24p03o8069784q6118r0o4520.i.00.s.sophosxl.net"	"407"	"300,300,300"				"x c"
"0x000060ae"	"187.124.15.148"	"187.124.31.208"	"1505818669.908120000"	"16"	"225"	"3.1o19sr00o8nnnqnrp375r5pqr8622rs14p77q7s9so7s45n9r6079389968r9p2.94op5r741p635393648s247p01n84noqq0oq6s5q47249090029npn705s2s0o7.ps1o5o962nrqpr744o3pp76q82qr3105o3.npqn3o686797s8o24p03o8069784q6118r0o4520.i.00.s.sophosxl.net"	"305"	"300"				"x c"
"0x00008f38"	"245.175.200.178"	"187.124.15.148"	"1505818669.944148000"	"1"	"21"	"ns.sxl31.sophosxl.net"	"238"	"60,172800,172800,172800,172800"		"54.247.100.214"		
"0x00000f3d"	"207.124.27.243"	"187.124.15.148"	"1505818669.954713000"	"16"	"219"	"3.1o19sr00nn3os2r3p374sopqr89q82s49s77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r32o39244r5r5n1.9p3n4o977prpqo49354s2r84q657.s7988609ospq2o29o8spopor6s4s0697s3428rr2.i.03.s.sophosxl.net"	"283"					
"0x0000619b"	"187.124.15.148"	"187.124.55.186"	"1505818669.954823000"	"16"	"219"	"3.1o19sr00nn3os2r3p374sopqr89q82s49s77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r32o39244r5r5n1.9p3n4o977prpqo49354s2r84q657.s7988609ospq2o29o8spopor6s4s0697s3428rr2.i.03.s.sophosxl.net"	"283"					
"0x000006f4"	"203.182.110.182"	"187.124.15.148"	"1505818669.961313000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x000097d8"	"187.124.15.148"	"187.124.245.123"	"1505818669.961443000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x00004814"	"187.124.15.148"	"187.124.245.123"	"1505818669.961485000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x000001bd"	"187.124.15.148"	"187.124.245.123"	"1505818669.961526000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x00001b7e"	"187.124.15.148"	"187.124.245.123"	"1505818669.961566000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x00006ef7"	"187.124.15.148"	"187.124.245.123"	"1505818669.961609000"	"16"	"49"	"1.vzt-2svzt.cvk.rh.pevgrb.arg.m.06.s.sophosxl.net"	"153"	"10"				"w u r 2 0	#be627299a19ea23c"
"0x00004cde"	"187.124.15.148"	"187.124.15.222"	"1505818669.978131000"	"12"	"26"	"22.217.96.185.in-addr.arpa"	"121"	"32418"				
"0x00008ab7"	"187.124.15.148"	"187.124.15.222"	"1505818669.979013000"	"1"	"17"	"mail.levita.cloud"	"97"	"139"		"185.96.217.22"		
"0x0000b0dd"	"245.175.196.151"	"187.124.15.148"	"1505818669.986155000"	"1"	"35"	"referencesbe-edge.madgexhosting.net"	"363"	"60,60,60,60,60,60,60,60,172800,172800,172800,172800"		"54.192.129.19,54.192.129.220,54.192.129.246,54.192.129.75,54.192.129.55,54.192.129.102,54.192.129.97,54.192.129.120"		
"0x0000ccec"	"187.124.15.148"	"187.124.245.123"	"1505818669.986361000"	"1"	"17"	"www.references.be"	"258"	"69,60,60,60,60,60,60,60,60"	"referencesbe-edge.madgexhosting.net"	"54.192.129.246,54.192.129.97,54.192.129.75,54.192.129.220,54.192.129.120,54.192.129.19,54.192.129.55,54.192.129.102"		
"0x0000cbd4"	"245.175.204.158"	"187.124.15.148"	"1505818669.999250000"	"1"	"35"	"referencesbe-edge.madgexhosting.net"	"363"	"60,60,60,60,60,60,60,60,172800,172800,172800,172800"		"54.192.129.120,54.192.129.55,54.192.129.220,54.192.129.75,54.192.129.102,54.192.129.246,54.192.129.97,54.192.129.19"		
"0x0000402e"	"187.124.15.148"	"187.124.245.123"	"1505818669.999432000"	"1"	"35"	"referencesbe-edge.madgexhosting.net"	"227"	"60,60,60,60,60,60,60,60"		"54.192.129.246,54.192.129.75,54.192.129.19,54.192.129.55,54.192.129.220,54.192.129.120,54.192.129.102,54.192.129.97"		
"0x000079de"	"187.124.15.148"	"187.124.15.158"	"1505818669.999884000"	"12"	"25"	"135.4.48.138.in-addr.arpa"	"119"	"86400"				
"0x00003740"	"187.124.15.148"	"187.124.245.123"	"1505818670.000137000"	"28"	"35"	"referencesbe-edge.madgexhosting.net"	"186"	"689"				
"0x0000087a"	"187.124.15.148"	"187.124.239.250"	"1505818670.009087000"	"28"	"22"	"time-ios.g.aaplimg.com"	"148"	"174"				
"0x00002aeb"	"21.165.184.152"	"187.124.15.148"	"1505818670.013314000"	"1"	"22"	"time-ios.g.aaplimg.com"	"134"	"120,120,120"		"17.253.52.125,17.253.52.253,17.253.34.125"		
"0x0000324d"	"21.165.186.152"	"187.124.15.148"	"1505818670.015923000"	"1"	"22"	"time-ios.g.aaplimg.com"	"134"	"120,120,120"		"17.253.52.253,17.253.52.125,17.253.34.253"		
"0x0000ac34"	"187.124.15.148"	"187.124.239.250"	"1505818670.016060000"	"1"	"22"	"time-ios.g.aaplimg.com"	"134"	"120,120,120"		"17.253.52.253,17.253.34.253,17.253.52.125"		
"0x000057ae"	"243.212.118.190"	"187.124.15.148"	"1505818670.016389000"	"16"	"233"	"3.1o19sr00n5pq0s95p37435q0r898nr04np77q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ps9r07n4o08013nor931qr9s9n3.r301019635sno34s3s589408r0o2072q83o31pos90.86or0055o848p43qo496601n0q416pr987881968.i.08.s.sophosxl.net"	"297"					
"0x000050e0"	"187.124.15.148"	"187.124.187.212"	"1505818670.016490000"	"16"	"233"	"3.1o19sr00n5pq0s95p37435q0r898nr04np77q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ps9r07n4o08013nor931qr9s9n3.r301019635sno34s3s589408r0o2072q83o31pos90.86or0055o848p43qo496601n0q416pr987881968.i.08.s.sophosxl.net"	"297"					
"0x0000eb94"	"187.124.15.148"	"187.124.15.180"	"1505818670.045534000"	"12"	"25"	"190.4.48.138.in-addr.arpa"	"129"	"86400"				
"0x0000eb34"	"187.124.15.148"	"187.124.15.184"	"1505818670.045593000"	"12"	"25"	"190.4.48.138.in-addr.arpa"	"129"	"86400"				
"0x0000f340"	"207.125.69.158"	"187.124.15.148"	"1505818670.057325000"	"16"	"219"	"3.1o19sr00nn3os2r1p3756spqr82220r66n77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r27on9244r5r5n1.9p3n4o977prpqo49354s2r84q657.n1sq1p78274s835srq7p4nq8rnoq6p8o614rqr0p.i.03.s.sophosxl.net"	"283"					
"0x00006186"	"187.124.15.148"	"187.124.55.186"	"1505818670.057423000"	"16"	"219"	"3.1o19sr00nn3os2r1p3756spqr82220r66n77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp5s47p5s2s0r27on9244r5r5n1.9p3n4o977prpqo49354s2r84q657.n1sq1p78274s835srq7p4nq8rnoq6p8o614rqr0p.i.03.s.sophosxl.net"	"283"					
"0x0000bd69"	"187.124.15.148"	"187.124.15.222"	"1505818670.068572000"	"28"	"27"	"museodiocesanotridentino.it"	"150"	"139"				
"0x00004c4f"	"187.124.15.148"	"187.124.15.222"	"1505818670.068841000"	"1"	"27"	"museodiocesanotridentino.it"	"107"	"139"		"185.96.217.137"		
"0x0000febc"	"247.215.197.144"	"187.124.15.148"	"1505818670.078301000"	"1"	"25"	"cmt-we-api-3.cloudapp.net"	"105"	"60"		"40.114.196.208"		
"0x0000e2ae"	"203.182.170.127"	"187.124.15.148"	"1505818670.084593000"	"16"	"46"	"1.ycYoQ-2rwct.f1.qzpqa.arg.m.06.s.sophosxl.net"	"150"	"10"				"w u h 0 0	#85cdecd7c062cc54"
"0x0000664f"	"187.124.15.148"	"187.124.45.126"	"1505818670.084715000"	"16"	"46"	"1.ycYoQ-2rwct.f1.qzpqa.arg.m.06.s.sophosxl.net"	"150"	"10"				"w u h 0 0	#85cdecd7c062cc54"
"0x0000bc4a"	"187.124.15.148"	"187.124.251.249"	"1505818670.137979000"	"1"	"20"	"kadikoypaintball.com"	"116"	"82,82"		"104.24.105.228,104.24.104.228"		
"0x000053b2"	"207.124.27.243"	"187.124.15.148"	"1505818670.140181000"	"16"	"221"	"3.1o19sr00nn3os2r6p37421pqr84rnq81r077q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp7s47p5s2s391qor8q09nrs8op.r36s609729nrqp741252o4846n8orn.opn0r472pqpoqnnr15ss6053o4o278ro6633o070.i.03.s.sophosxl.net"	"285"					
"0x0000524b"	"187.124.15.148"	"187.124.55.186"	"1505818670.140288000"	"16"	"221"	"3.1o19sr00nn3os2r6p37421pqr84rnq81r077q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp7s47p5s2s391qor8q09nrs8op.r36s609729nrqp741252o4846n8orn.opn0r472pqpoqnnr15ss6053o4o278ro6633o070.i.03.s.sophosxl.net"	"285"					
"0x0000a898"	"203.219.233.150"	"187.124.15.148"	"1505818670.148678000"	"16"	"219"	"3.1o19sr00nnp56os2p373rn05r8907841qn77q7s9so7s45n9r6sqr2o0ns81012.6srpor741p635393648s202o2qss19ro4r529p3s77352030o3onq8303s2s9rn.r30q4nr705q3r349354s443rq436.5104n1n9ps9r50q6q0967s6q2r47s992r177527o.i.03.s.sophosxl.net"	"401"	"300,300,300"				"x c"
"0x00002cd6"	"187.124.15.148"	"187.124.7.153"	"1505818670.148842000"	"16"	"219"	"3.1o19sr00nnp56os2p373rn05r8907841qn77q7s9so7s45n9r6sqr2o0ns81012.6srpor741p635393648s202o2qss19ro4r529p3s77352030o3onq8303s2s9rn.r30q4nr705q3r349354s443rq436.5104n1n9ps9r50q6q0967s6q2r47s992r177527o.i.03.s.sophosxl.net"	"299"	"300"				"x c"
"0x00004209"	"203.182.110.213"	"187.124.15.148"	"1505818670.151549000"	"16"	"128"	"0.e4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8835f089a7f82038d0c7c983caa8343257cf1a8ec3966067450ab23d7d5f2b7.b.f.03.s.sophosxl.net"	"192"					
"0x00003d6c"	"187.124.15.148"	"187.124.7.153"	"1505818670.151659000"	"16"	"128"	"0.e4.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8835f089a7f82038d0c7c983caa8343257cf1a8ec3966067450ab23d7d5f2b7.b.f.03.s.sophosxl.net"	"192"					
"0x00007578"	"203.182.110.213"	"187.124.15.148"	"1505818670.151875000"	"16"	"122"	"0.0.e5.0.0.10d.0.0.0.3.0.0.0.0.8.03.01.8835f089a7f82038d0c7c983caa8343257cf1a8ec3966067450ab23d7d5f2b7.f.03.s.sophosxl.net"	"186"					
"0x00004ae1"	"187.124.15.148"	"187.124.7.153"	"1505818670.151986000"	"16"	"122"	"0.0.e5.0.0.10d.0.0.0.3.0.0.0.0.8.03.01.8835f089a7f82038d0c7c983caa8343257cf1a8ec3966067450ab23d7d5f2b7.f.03.s.sophosxl.net"	"186"					
"0x0000e926"	"207.190.89.180"	"187.124.15.148"	"1505818670.168563000"	"16"	"219"	"3.1o18sr00nnp56os2p373rn05r8907841qn77q7s9so7s45n9r6sqr2o0ns81012.6srpor741p635393648s2133o97r2ps5s1r1opr61s187qr1805r9n9r230rsqn.s21q5n9q29snqq62324rn343r6n60650nsq1328397033n043o96.408qr9on9r75nor4.i.03.s.sophosxl.net"	"401"	"300,300,300"				"x u"
"0x000072ae"	"187.124.15.148"	"187.124.7.153"	"1505818670.168724000"	"16"	"219"	"3.1o18sr00nnp56os2p373rn05r8907841qn77q7s9so7s45n9r6sqr2o0ns81012.6srpor741p635393648s2133o97r2ps5s1r1opr61s187qr1805r9n9r230rsqn.s21q5n9q29snqq62324rn343r6n60650nsq1328397033n043o96.408qr9on9r75nor4.i.03.s.sophosxl.net"	"299"	"300"				"x u"
"0x0000c4bb"	"207.124.27.243"	"187.124.15.148"	"1505818670.221058000"	"16"	"231"	"3.1o19sr00nn3os2r1p37475pqr880qr398p77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrs9s47p5s2r0r33on8q20rssrns.r30p019635sno54s3s58s61rs7970q370r742o43.21sn676286p2s6nqp05s80q6oqn85sqqnp41r2s3.i.03.s.sophosxl.net"	"295"					
"0x00003da2"	"187.124.15.148"	"187.124.55.186"	"1505818670.221143000"	"16"	"231"	"3.1o19sr00nn3os2r1p37475pqr880qr398p77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrs9s47p5s2r0r33on8q20rssrns.r30p019635sno54s3s58s61rs7970q370r742o43.21sn676286p2s6nqp05s80q6oqn85sqqnp41r2s3.i.03.s.sophosxl.net"	"295"					
"0x00005c6e"	"207.126.93.146"	"187.124.15.148"	"1505818670.241057000"	"16"	"233"	"3.1o19sr00n1877rs9p375oq5sr8n55o542977q7s9so7s45n9r6n50s59qr5q812.24rp6r741p635393648s2345nn60qnpoop45pp5s6754r031p6rrsq144r5r5n1.nrnn2ps37q9sns005o74osso93qr6344r79q7rprs9.06378263s1p811p67sss7o96o674p6n09n982489.i.06.s.sophosxl.net"	"415"	"300,300,300"				"x c"
"0x0000305e"	"187.124.15.148"	"187.124.11.181"	"1505818670.241201000"	"16"	"233"	"3.1o19sr00n1877rs9p375oq5sr8n55o542977q7s9so7s45n9r6n50s59qr5q812.24rp6r741p635393648s2345nn60qnpoop45pp5s6754r031p6rrsq144r5r5n1.nrnn2ps37q9sns005o74osso93qr6344r79q7rprs9.06378263s1p811p67sss7o96o674p6n09n982489.i.06.s.sophosxl.net"	"313"	"300"				"x c"
"0x0000bd68"	"207.222.88.153"	"187.124.15.148"	"1505818670.252349000"	"16"	"229"	"3.1o19sr00n5pq0s95p37411q0r81srq97nq77q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3psqr073461s0r3qno8418rqspo4.n810579651q0po640859n401r7o7076n85r817.no5r0028ps70p97r393ppo57o2p513093006op8o.i.08.s.sophosxl.net"	"293"					
"0x00007f5c"	"187.124.15.148"	"187.124.187.212"	"1505818670.252478000"	"16"	"229"	"3.1o19sr00n5pq0s95p37411q0r81srq97nq77q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3psqr073461s0r3qno8418rqspo4.n810579651q0po640859n401r7o7076n85r817.no5r0028ps70p97r393ppo57o2p513093006op8o.i.08.s.sophosxl.net"	"293"					
"0x00001556"	"203.219.233.150"	"187.124.15.148"	"1505818670.260344000"	"16"	"234"	"4.1o18sr00n1877rs9p375oq5sr8n55o542977q7s9so7s45n9r6n50s59qr5q812.24rp6r741p635393648s24408o428s1095s0o6108s57p462o3nqoq20q461qqp.s31o469q3rns9s307559os08no016044q79q7rpns938p1p17p7r980snoq8091.5qq.76659046np7n8n91.i.06.s.sophosxl.net"	"416"	"300,300,300"				"x u"
"0x00001e1f"	"187.124.15.148"	"187.124.11.181"	"1505818670.260511000"	"16"	"234"	"4.1o18sr00n1877rs9p375oq5sr8n55o542977q7s9so7s45n9r6n50s59qr5q812.24rp6r741p635393648s24408o428s1095s0o6108s57p462o3nqoq20q461qqp.s31o469q3rns9s307559os08no016044q79q7rpns938p1p17p7r980snoq8091.5qq.76659046np7n8n91.i.06.s.sophosxl.net"	"314"	"300"				"x u"
"0x000004d2"	"187.124.15.148"	"187.124.219.185"	"1505818670.283557000"	"1"	"18"	"a.root-servers.net"	"98"	"83982"		"198.41.0.4"		
"0x00005a2f"	"187.124.15.148"	"187.124.239.127"	"1505818670.362688000"	"1"	"23"	"e5153.e9.akamaiedge.net"	"103"	"8"		"23.206.29.112"		
"0x00001757"	"203.182.164.218"	"187.124.15.148"	"1505818670.370079000"	"16"	"35"	"jjj.shaqc.np.or.m.03.s.sophosxl.net"	"139"	"10"				"w u p b 0	#6650fc0003ea6d96"
"0x00002699"	"187.124.15.148"	"187.124.245.146"	"1505818670.370210000"	"16"	"35"	"jjj.shaqc.np.or.m.03.s.sophosxl.net"	"139"	"10"				"w u p b 0	#6650fc0003ea6d96"
"0x00005722"	"187.124.15.148"	"187.124.15.152"	"1505818670.371621000"	"12"	"25"	"59.20.48.138.in-addr.arpa"	"128"	"86400"				
"0x0000e0d6"	"79.117.119.222"	"187.124.15.148"	"1505818670.417747000"	"1"	"22"	"e8037.g.akamaiedge.net"	"102"	"20"		"92.122.200.111"		
"0x0000faa5"	"187.124.15.148"	"187.124.245.123"	"1505818670.420677000"	"1"	"15"	"sync.ligadx.com"	"95"	"75427"		"107.178.242.85"		
"0x0000d19d"	"9.159.46.176"	"187.124.15.148"	"1505818670.420942000"	"1"	"30"	"prod.outbrain.map.fastlylb.net"	"182"	"30,86400,86400,86400,86400"		"151.101.38.2"		
"0x000068ed"	"9.159.46.176"	"187.124.15.148"	"1505818670.421290000"	"1"	"32"	"prod.contextweb.map.fastlylb.net"	"184"	"30,86400,86400,86400,86400"		"151.101.36.166"		
"0x0000d872"	"245.175.204.182"	"187.124.15.148"	"1505818670.423206000"	"1"	"17"	"pixel.univide.com"	"282"	"60,60,60,60,172800,172800,172800,172800"		"52.19.211.210,54.76.251.132,34.253.118.195,176.34.152.9"		
"0x00009fd1"	"187.124.15.148"	"187.124.245.123"	"1505818670.427689000"	"1"	"33"	"spdc-global.pbp.gysm.yahoodns.net"	"113"	"127"		"188.125.66.33"		
"0x0000396f"	"87.151.232.254"	"187.124.15.148"	"1505818670.432784000"	"1"	"22"	"e8037.g.akamaiedge.net"	"102"	"20"		"92.122.200.111"		
"0x000075f2"	"187.124.15.148"	"187.124.245.123"	"1505818670.432888000"	"1"	"22"	"e8037.g.akamaiedge.net"	"102"	"20"		"92.122.200.111"		
"0x00004ba2"	"187.124.15.148"	"187.124.245.123"	"1505818670.433573000"	"28"	"22"	"e8037.g.akamaiedge.net"	"147"	"976"				
"0x000061b2"	"111.150.234.159"	"187.124.15.148"	"1505818670.435380000"	"28"	"33"	"spdc-global.pbp.gysm.yahoodns.net"	"167"	"300"				
"0x0000207b"	"187.124.15.148"	"187.124.245.123"	"1505818670.435508000"	"28"	"33"	"spdc-global.pbp.gysm.yahoodns.net"	"167"	"300"				
"0x000092a9"	"187.124.15.148"	"187.124.245.123"	"1505818670.437116000"	"1"	"37"	"fo-fd-world-new.yax.gysm.yahoodns.net"	"133"	"9,9"		"217.12.15.83,217.12.15.54"		
"0x00004b38"	"187.124.15.148"	"187.124.245.123"	"1505818670.437360000"	"1"	"27"	"f2.shared.global.fastly.net"	"107"	"4"		"151.101.38.2"		
"0x0000fb20"	"187.124.15.148"	"187.124.245.123"	"1505818670.437720000"	"28"	"37"	"fo-fd-world-new.yax.gysm.yahoodns.net"	"157"	"35,35"			"2a00:1288:110:422::3000,2a00:1288:110:833::4000"	
"0x0000694b"	"187.124.15.148"	"187.124.245.123"	"1505818670.437805000"	"28"	"27"	"f2.shared.global.fastly.net"	"152"	"24"				
"0x00002708"	"187.124.15.148"	"187.124.245.123"	"1505818670.438372000"	"1"	"15"	"sync.ligadx.com"	"95"	"75427"		"107.178.242.85"		
"0x0000834d"	"187.124.15.148"	"187.124.245.123"	"1505818670.438891000"	"28"	"15"	"sync.ligadx.com"	"156"	"107"				
"0x0000ace5"	"187.124.15.148"	"187.124.245.123"	"1505818670.438911000"	"1"	"32"	"prod.contextweb.map.fastlylb.net"	"112"	"30"		"151.101.36.166"		
"0x00001b48"	"187.124.15.148"	"187.124.245.123"	"1505818670.439497000"	"28"	"32"	"prod.contextweb.map.fastlylb.net"	"157"	"5"				
"0x00006118"	"203.182.170.248"	"187.124.15.148"	"1505818670.443892000"	"16"	"32"	"185.6.31.94.ip.06.s.sophosxl.net"	"109"	"10"				""
"0x0000fb52"	"187.124.15.148"	"187.124.245.123"	"1505818670.443997000"	"16"	"32"	"185.6.31.94.ip.06.s.sophosxl.net"	"109"	"10"				""
"0x0000c588"	"243.212.118.190"	"187.124.15.148"	"1505818670.444233000"	"16"	"225"	"3.1o19sr00n5pq0s95p374s1q0r80nn39o8077q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3pp1r07443080n3no69505s2o3n1.sr1033op29sosp653850n304r7s001318r.204pp21286qno7o165pro6n721o844888q169o2q.i.08.s.sophosxl.net"	"289"					
"0x0000302f"	"187.124.15.148"	"187.124.187.212"	"1505818670.444305000"	"16"	"225"	"3.1o19sr00n5pq0s95p374s1q0r80nn39o8077q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3pp1r07443080n3no69505s2o3n1.sr1033op29sosp653850n304r7s001318r.204pp21286qno7o165pro6n721o844888q169o2q.i.08.s.sophosxl.net"	"289"					
"0x00004c6d"	"203.182.170.127"	"187.124.15.148"	"1505818670.447763000"	"16"	"46"	"1.Pevgrb.flap.bhgoenva.pbz.m.06.s.sophosxl.net"	"150"	"10"				"w u h 8 0	#9e26de49b9c34bfe"
"0x00000a11"	"187.124.15.148"	"187.124.245.123"	"1505818670.447870000"	"16"	"46"	"1.Pevgrb.flap.bhgoenva.pbz.m.06.s.sophosxl.net"	"150"	"10"				"w u h 8 0	#9e26de49b9c34bfe"
"0x00002945"	"203.236.188.211"	"187.124.15.148"	"1505818670.448096000"	"16"	"35"	"166.36.101.151.ip.06.s.sophosxl.net"	"112"	"10"				""
"0x0000f111"	"187.124.15.148"	"187.124.245.123"	"1505818670.448212000"	"16"	"35"	"166.36.101.151.ip.06.s.sophosxl.net"	"112"	"10"				""
"0x000070b4"	"203.182.170.127"	"187.124.15.148"	"1505818670.448385000"	"16"	"50"	"1.ou-2segfrg.ou.pbagrkgjro.pbz.m.06.s.sophosxl.net"	"154"	"10"				"w u h 2 0	#fdb14c8841f783c9"
"0x0000f94d"	"187.124.15.148"	"187.124.245.123"	"1505818670.448505000"	"16"	"50"	"1.ou-2segfrg.ou.pbagrkgjro.pbz.m.06.s.sophosxl.net"	"154"	"10"				"w u h 2 0	#fdb14c8841f783c9"
"0x00007798"	"203.236.188.211"	"187.124.15.148"	"1505818670.449143000"	"16"	"34"	"19.229.189.35.ip.06.s.sophosxl.net"	"111"	"10"				""
"0x000083b4"	"187.124.15.148"	"187.124.245.123"	"1505818670.449248000"	"16"	"34"	"19.229.189.35.ip.06.s.sophosxl.net"	"111"	"10"				""
"0x00003acd"	"203.182.86.180"	"187.124.15.148"	"1505818670.450272000"	"16"	"35"	"111.200.122.92.ip.06.s.sophosxl.net"	"112"	"10"				""
"0x0000811e"	"187.124.15.148"	"187.124.245.123"	"1505818670.450384000"	"16"	"35"	"111.200.122.92.ip.06.s.sophosxl.net"	"112"	"10"				""
"0x0000c14e"	"203.182.86.180"	"187.124.15.148"	"1505818670.451129000"	"16"	"46"	"1.ehz.qfhz.pnfnyrzrqvn.pbz.m.06.s.sophosxl.net"	"150"	"10"				"w u h 2 0	#ecaf8a247a9b7dbe"
