dns.id	ip.src	ip.dst	frame.time_epoch	dns.qry.type	dns.qry.name.len	dns.qry.name	frame.len	dns.resp.ttl	dns.cname	dns.a	dns.aaaa	dns.txt
"0x0000b636"	"207.190.89.180"	"187.124.15.148"	"1505818666.644711000"	"16"	"215"	"3.1o19sr00nn3osn8qp375pqpqr8868624np77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp9s07r461s0p36s18412r5878o.r2111r8039q6p173o2q592r4.7p5n115o99o6rn7113q3028q623p68983q7oo9qn.i.03.s.sophosxl.net"	"279"					
"0x00002480"	"187.124.15.148"	"187.124.55.186"	"1505818666.644821000"	"16"	"215"	"3.1o19sr00nn3osn8qp375pqpqr8868624np77q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp9s07r461s0p36s18412r5878o.r2111r8039q6p173o2q592r4.7p5n115o99o6rn7113q3028q623p68983q7oo9qn.i.03.s.sophosxl.net"	"279"					
"0x0000b244"	"245.175.202.212"	"187.124.15.148"	"1505818666.645000000"	"1"	"21"	"ns-1447.awsdns-52.org"	"371"	"172800,172800,172800,172800,172800,172800,172800,172800,172800,172800,172800,172800,172800"		"205.251.197.167,205.251.196.55,205.251.198.116,205.251.192.180,205.251.194.246"	"2600:9000:5304:3700::1,2600:9000:5306:7400::1,2600:9000:5300:b400::1,2600:9000:5302:f600::1"	
"0x000054bc"	"187.124.15.148"	"187.124.251.208"	"1505818666.647111000"	"1"	"18"	"www.poledenamur.be"	"123"	"86400,600"	"www.unamur.be"	"138.48.4.201"		
"0x0000e1e8"	"187.124.15.148"	"187.124.15.158"	"1505818666.684761000"	"12"	"25"	"136.4.48.138.in-addr.arpa"	"119"	"86400"				
"0x0000d850"	"213.159.213.148"	"187.124.15.148"	"1505818666.699072000"	"1"	"35"	"itx5.2-01-275d-0006.cdx.cedexis.net"	"135"	"45"	"itx5.smartadserver.com"			
"0x0000266b"	"187.124.15.148"	"205.117.40.250"	"1505818666.710636000"	"1"	"17"	"BCMLS2.glpals.com"	"500"	"518400,518400,518400,518400,518400,518400,518400,518400,518400,518400,518400,518400,518400,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000,3600000"		"198.41.0.4,192.228.79.201,192.33.4.12,199.7.91.13,192.203.230.10,192.5.5.241,192.112.36.4,128.63.2.53,192.36.148.17,192.58.128.30,193.0.14.129,199.7.83.42,202.12.27.33"		
"0x000040f7"	"187.124.15.148"	"187.124.21.252"	"1505818666.713380000"	"1"	"12"	"www.ict7.com"	"247"	"1236,56,56,30,30"	"ict7-public.sharepoint.com,ICT7.sharepoint.com,prodnet21-30a0001.sharepointonline.com.akadns.net,prodnet21-30ipv4a0001.sharepointonline.com.akadns.net"	"104.146.234.58"		
"0x0000b5c3"	"203.219.233.150"	"187.124.15.148"	"1505818666.722511000"	"16"	"215"	"3.1o19sr00nn3osn8qp3743qpqr8884s0qp577q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp9s0734201173ss18412r5878o.r2111r8039q6p173o2q592r4.02812p3p812910snqps2n1o3r818pn72np910127.i.03.s.sophosxl.net"	"279"					
"0x00000c03"	"187.124.15.148"	"187.124.55.186"	"1505818666.722618000"	"16"	"215"	"3.1o19sr00nn3osn8qp3743qpqr8884s0qp577q7s9so7s45n9r695n0qr927o8s2.n5qp8r741p635393648s29q02870452r9o0nrp9s0734201173ss18412r5878o.r2111r8039q6p173o2q592r4.02812p3p812910snqps2n1o3r818pn72np910127.i.03.s.sophosxl.net"	"279"					
"0x00001413"	"187.124.15.148"	"187.124.21.252"	"1505818666.732997000"	"1"	"20"	"www.ojd-internet.com"	"114"	"140,140"	"ojd-internet.com"	"83.143.18.185"		
"0x0000d892"	"203.219.233.150"	"187.124.15.148"	"1505818666.737231000"	"16"	"219"	"3.1o19sr00nn3pr03rp377p5pq8q235s191477q7s9so7s45n9r615q8sp4p45322.660p1r741p635393648s2pr34s45qq39s4148p5r077420p0133o89344r5r5n1.9p2q2ss34qqsns005o3qp76q8303.6q930ppo32819n32n9052p51r3892qp0094633r9.i.06.s.sophosxl.net"	"283"					
"0x00000bb3"	"187.124.15.148"	"187.124.245.216"	"1505818666.737336000"	"16"	"219"	"3.1o19sr00nn3pr03rp377p5pq8q235s191477q7s9so7s45n9r615q8sp4p45322.660p1r741p635393648s2pr34s45qq39s4148p5r077420p0133o89344r5r5n1.9p2q2ss34qqsns005o3qp76q8303.6q930ppo32819n32n9052p51r3892qp0094633r9.i.06.s.sophosxl.net"	"283"					
"0x0000306a"	"187.124.15.148"	"105.237.105.178"	"1505818666.740083000"	"12"	"25"	"190.4.48.138.in-addr.arpa"	"129"	"86400"				
"0x0000b95a"	"187.124.15.148"	"187.124.27.211"	"1505818666.742459000"	"1"	"11"	"pebed.dm.gg"	"91"	"178"		"188.65.124.58"		
"0x00005072"	"187.124.15.148"	"187.124.27.211"	"1505818666.744203000"	"1"	"11"	"pebed.dm.gg"	"91"	"178"		"188.65.124.58"		
"0x00003879"	"187.124.15.148"	"187.124.27.211"	"1505818666.746796000"	"28"	"11"	"pebed.dm.gg"	"135"	"2510"				
"0x0000d968"	"203.236.188.211"	"187.124.15.148"	"1505818666.747190000"	"16"	"35"	"87.125.232.198.ip.04.s.sophosxl.net"	"112"	"10"				""
"0x0000f567"	"187.124.15.148"	"187.124.21.252"	"1505818666.747273000"	"16"	"35"	"87.125.232.198.ip.04.s.sophosxl.net"	"112"	"10"				""
"0x0000d904"	"187.124.15.148"	"187.124.21.252"	"1505818666.747329000"	"16"	"35"	"87.125.232.198.ip.04.s.sophosxl.net"	"112"	"10"				""
"0x00001b5e"	"247.94.77.126"	"187.124.15.148"	"1505818666.749378000"	"1"	"16"	"ojd-internet.com"	"172"	"172800,172800,172800,172800"		"145.239.12.215,217.182.92.65"		
"0x00003130"	"203.182.170.248"	"187.124.15.148"	"1505818666.749962000"	"16"	"35"	"215.223.33.185.ip.00.s.sophosxl.net"	"112"	"10"				""
"0x00002119"	"187.124.15.148"	"187.124.27.211"	"1505818666.750097000"	"16"	"35"	"215.223.33.185.ip.00.s.sophosxl.net"	"112"	"10"				""
"0x00001f5e"	"9.110.77.223"	"187.124.15.148"	"1505818666.754388000"	"1"	"25"	"e2408.dscg.akamaiedge.net"	"105"	"20"		"92.122.201.35"		
"0x000038fa"	"187.124.15.148"	"187.124.21.252"	"1505818666.754499000"	"1"	"25"	"e2408.dscg.akamaiedge.net"	"105"	"20"		"92.122.201.35"		
"0x0000e003"	"187.124.15.148"	"187.124.21.252"	"1505818666.755466000"	"28"	"25"	"e2408.dscg.akamaiedge.net"	"145"	"5,5"			"2a02:26f0:2d:58e::968,2a02:26f0:2d:581::968"	
"0x0000e482"	"207.124.27.243"	"187.124.15.148"	"1505818666.756399000"	"16"	"219"	"3.1o1osr00nn3pr03rp377p5pq8q235s191477q7s9so7s45n9r615q8sp4p45322.660p1r741p635393648s22snp3n803240q4sso7s2n2oo13q6q1oo41q3517qqp.r5194n9223s2p8727559os0899866344r7qq7rpns971o9576pn3.8p0op216q35r0s85.i.06.s.sophosxl.net"	"401"	"300,300,300"				"x u"
"0x00002ea6"	"187.124.15.148"	"187.124.245.216"	"1505818666.756523000"	"16"	"219"	"3.1o1osr00nn3pr03rp377p5pq8q235s191477q7s9so7s45n9r615q8sp4p45322.660p1r741p635393648s22snp3n803240q4sso7s2n2oo13q6q1oo41q3517qqp.r5194n9223s2p8727559os0899866344r7qq7rpns971o9576pn3.8p0op216q35r0s85.i.06.s.sophosxl.net"	"299"	"300"				"x u"
"0x00004eb2"	"203.182.164.218"	"187.124.15.148"	"1505818666.761477000"	"16"	"35"	"22.157.126.194.ip.04.s.sophosxl.net"	"128"	"10"				"n 194.126.157.22"
"0x0000be4c"	"187.124.15.148"	"187.124.21.252"	"1505818666.761595000"	"16"	"35"	"22.157.126.194.ip.04.s.sophosxl.net"	"128"	"10"				"n 194.126.157.22"
"0x000076e3"	"187.124.15.148"	"187.124.21.252"	"1505818666.761630000"	"16"	"35"	"22.157.126.194.ip.04.s.sophosxl.net"	"128"	"10"				"n 194.126.157.22"
"0x0000622a"	"187.124.15.148"	"187.124.21.252"	"1505818666.761665000"	"16"	"35"	"22.157.126.194.ip.04.s.sophosxl.net"	"128"	"10"				"n 194.126.157.22"
"0x00003989"	"247.165.11.126"	"187.124.15.148"	"1505818666.763181000"	"1"	"26"	"mystra.digital-network.net"	"156"	"172800,172800,172800,172800"		"145.239.12.215,217.182.92.65"		
"0x0000a61a"	"241.165.52.157"	"187.124.15.148"	"1505818666.763595000"	"1"	"14"	"www.ligatus.fr"	"94"	"300"		"35.189.193.103"		
"0x00007f39"	"187.124.15.148"	"187.124.21.252"	"1505818666.763704000"	"1"	"14"	"www.ligatus.fr"	"94"	"300"		"35.189.193.103"		
"0x0000e1ce"	"187.124.15.148"	"187.124.15.181"	"1505818666.764265000"	"12"	"25"	"190.4.48.138.in-addr.arpa"	"129"	"86400"				
"0x00004011"	"187.124.15.148"	"187.124.21.252"	"1505818666.764911000"	"1"	"14"	"www.ligatus.fr"	"94"	"300"		"35.189.193.103"		
"0x0000a55b"	"203.182.86.180"	"187.124.15.148"	"1505818666.771811000"	"16"	"36"	"frpher.nqakf.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#e48e2c328bdeca4f"
"0x0000b947"	"187.124.15.148"	"187.124.27.211"	"1505818666.771938000"	"16"	"36"	"frpher.nqakf.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#e48e2c328bdeca4f"
"0x00009b02"	"207.190.89.180"	"187.124.15.148"	"1505818666.774336000"	"16"	"225"	"3.1o19sr00n0r414n2p37r1qpqr89q486qpn77q7s9so7s45n9r6snqp2r14740s2.0n0p5r741p635393648s247p01n84noqq0oq6s5pr72441s002qo0871rnrprn1.r5005q9n39r681414o3pp76q82qr3105o3.ro5opq6pq9n98n3nns4pos26r5rr1qpp216o1526.i.00.s.sophosxl.net"	"407"	"300,300,300"				"x c"
"0x000074ee"	"187.124.15.148"	"187.124.11.159"	"1505818666.774486000"	"16"	"225"	"3.1o19sr00n0r414n2p37r1qpqr89q486qpn77q7s9so7s45n9r6snqp2r14740s2.0n0p5r741p635393648s247p01n84noqq0oq6s5pr72441s002qo0871rnrprn1.r5005q9n39r681414o3pp76q82qr3105o3.ro5opq6pq9n98n3nns4pos26r5rr1qpp216o1526.i.00.s.sophosxl.net"	"305"	"300"				"x c"
"0x00009e23"	"221.118.78.209"	"187.124.15.148"	"1505818666.777343000"	"1"	"26"	"mystra.digital-network.net"	"156"	"300,300,300,300"		"145.239.12.215,217.182.92.65"		
"0x00001206"	"243.236.89.210"	"187.124.15.148"	"1505818666.779542000"	"28"	"14"	"www.ligatus.fr"	"139"	"120"				
"0x00000828"	"187.124.15.148"	"187.124.21.252"	"1505818666.779665000"	"28"	"14"	"www.ligatus.fr"	"139"	"120"				
"0x0000cbbd"	"149.151.254.182"	"187.124.15.148"	"1505818666.782846000"	"1"	"16"	"ojd-internet.com"	"188"	"300,300,300,300,300"		"83.143.18.185,217.182.92.65,145.239.12.215"		
"0x0000b5cb"	"187.124.15.148"	"187.124.21.252"	"1505818666.782963000"	"1"	"16"	"ojd-internet.com"	"96"	"300"		"83.143.18.185"		
"0x00009cf6"	"203.182.164.218"	"187.124.15.148"	"1505818666.784815000"	"16"	"34"	"58.124.65.188.ip.00.s.sophosxl.net"	"111"	"10"				""
"0x00005de0"	"187.124.15.148"	"187.124.27.211"	"1505818666.784932000"	"16"	"34"	"58.124.65.188.ip.00.s.sophosxl.net"	"111"	"10"				""
"0x00001621"	"241.87.217.157"	"187.124.15.148"	"1505818666.787524000"	"1"	"17"	"www.hrbuilders.eu"	"97"	"300"		"188.93.100.123"		
"0x00001b90"	"187.124.15.148"	"187.124.21.252"	"1505818666.787625000"	"1"	"17"	"www.hrbuilders.eu"	"97"	"300"		"188.93.100.123"		
"0x000078dd"	"187.124.15.148"	"187.124.21.252"	"1505818666.788552000"	"1"	"17"	"www.hrbuilders.eu"	"97"	"300"		"188.93.100.123"		
"0x00007939"	"149.151.254.182"	"187.124.15.148"	"1505818666.789477000"	"28"	"16"	"ojd-internet.com"	"152"	"300"				
"0x0000474e"	"187.124.15.148"	"187.124.21.252"	"1505818666.789532000"	"28"	"17"	"www.hrbuilders.eu"	"144"	"1482"				
"0x0000b133"	"187.124.15.148"	"187.124.21.252"	"1505818666.789569000"	"28"	"16"	"ojd-internet.com"	"152"	"300"				
"0x00005581"	"243.212.118.190"	"187.124.15.148"	"1505818666.798560000"	"16"	"215"	"3.1o19sr00n5pq0s9np374oqq0r8r51016s577q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ppss37n55195q70on990s9pq2n0.r2264n9021sop664755ro204.92r0nns69513204qq5145o30408s0s6soor73450.i.08.s.sophosxl.net"	"279"					
"0x00007971"	"187.124.15.148"	"187.124.187.212"	"1505818666.798669000"	"16"	"215"	"3.1o19sr00n5pq0s9np374oqq0r8r51016s577q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ppss37n55195q70on990s9pq2n0.r2264n9021sop664755ro204.92r0nns69513204qq5145o30408s0s6soor73450.i.08.s.sophosxl.net"	"279"					
"0x0000b7d1"	"205.103.236.145"	"187.124.15.148"	"1505818666.805657000"	"1"	"17"	"site-mons.imio.be"	"182"	"300,300,10800,10800,10800"	"frontend1.imio.be"	"188.165.254.50"		
"0x0000e8c8"	"203.222.229.153"	"187.124.15.148"	"1505818666.807668000"	"16"	"31"	"crorq.qz.tt.m.00.s.sophosxl.net"	"135"	"10"				"w u h 0 0	#f83fdceb1fdf9543"
"0x0000366a"	"187.124.15.148"	"187.124.27.211"	"1505818666.807757000"	"16"	"31"	"crorq.qz.tt.m.00.s.sophosxl.net"	"135"	"10"				"w u h 0 0	#f83fdceb1fdf9543"
"0x0000db0d"	"221.230.181.145"	"187.124.15.148"	"1505818666.823627000"	"1"	"17"	"frontend1.imio.be"	"158"	"300,10800,10800,10800"		"188.165.254.50"		
"0x000063a8"	"187.124.15.148"	"187.124.21.252"	"1505818666.823748000"	"1"	"17"	"frontend1.imio.be"	"97"	"300"		"188.165.254.50"		
"0x00008936"	"203.182.170.248"	"187.124.15.148"	"1505818666.825110000"	"16"	"35"	"132.207.58.216.ip.00.s.sophosxl.net"	"112"	"10"				""
"0x000006fe"	"187.124.15.148"	"187.124.27.211"	"1505818666.825221000"	"16"	"35"	"132.207.58.216.ip.00.s.sophosxl.net"	"112"	"10"				""
"0x0000db91"	"203.236.188.211"	"187.124.15.148"	"1505818666.847613000"	"16"	"34"	"jjj.tbbtyr.pbz.m.00.s.sophosxl.net"	"139"	"10"				"w u p 2a 0	#274900f1b1775834"
"0x0000f62c"	"187.124.15.148"	"187.124.27.211"	"1505818666.847701000"	"16"	"34"	"jjj.tbbtyr.pbz.m.00.s.sophosxl.net"	"139"	"10"				"w u p 2a 0	#274900f1b1775834"
"0x0000f0bc"	"79.117.119.182"	"187.124.15.148"	"1505818666.851879000"	"1"	"23"	"e13541.x.akamaiedge.net"	"103"	"20"		"23.47.55.68"		
"0x0000b4ac"	"207.126.93.146"	"187.124.15.148"	"1505818666.852114000"	"16"	"221"	"3.1o19sr00nn3pr1onp374pqpqr80s5s89p577q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2q125s12qrn970o3pp5q448633q1q37o19544s3r4o7.9n3n4o971rsnpp535o3pp72np59727.onp8s0p3p964s41ooqo9924q2on1q5s9s0r6pp7r.i.03.s.sophosxl.net"	"285"					
"0x000027c0"	"187.124.15.148"	"187.124.245.116"	"1505818666.852185000"	"16"	"221"	"3.1o19sr00nn3pr1onp374pqpqr80s5s89p577q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2q125s12qrn970o3pp5q448633q1q37o19544s3r4o7.9n3n4o971rsnpp535o3pp72np59727.onp8s0p3p964s41ooqo9924q2on1q5s9s0r6pp7r.i.03.s.sophosxl.net"	"285"					
"0x00000336"	"187.124.15.148"	"187.124.21.118"	"1505818666.859823000"	"28"	"17"	"DC2TMP.winad.priv"	"128"	"1529"				
"0x0000ff89"	"87.151.188.214"	"187.124.15.148"	"1505818666.861881000"	"1"	"23"	"e13541.x.akamaiedge.net"	"103"	"20"		"23.47.55.68"		
"0x00000916"	"187.124.15.148"	"187.124.27.211"	"1505818666.861991000"	"1"	"23"	"e13541.x.akamaiedge.net"	"103"	"20"		"23.47.55.68"		
"0x00004d0d"	"203.182.170.159"	"187.124.15.148"	"1505818666.863758000"	"16"	"33"	"234.97.23.94.ip.00.s.sophosxl.net"	"110"	"10"				""
"0x0000e80a"	"187.124.15.148"	"187.124.27.211"	"1505818666.863863000"	"16"	"33"	"234.97.23.94.ip.00.s.sophosxl.net"	"110"	"10"				""
"0x0000abbb"	"187.124.15.148"	"187.124.27.211"	"1505818666.863903000"	"16"	"33"	"234.97.23.94.ip.00.s.sophosxl.net"	"110"	"10"				""
"0x0000d353"	"187.124.15.148"	"187.124.27.211"	"1505818666.863937000"	"16"	"33"	"234.97.23.94.ip.00.s.sophosxl.net"	"110"	"10"				""
"0x0000b6d2"	"187.124.15.148"	"187.124.27.211"	"1505818666.863971000"	"16"	"33"	"234.97.23.94.ip.00.s.sophosxl.net"	"110"	"10"				""
"0x00000365"	"187.124.15.148"	"187.124.27.211"	"1505818666.865688000"	"28"	"23"	"e13541.x.akamaiedge.net"	"148"	"391"				
"0x000082b2"	"203.182.164.218"	"187.124.15.148"	"1505818666.870623000"	"16"	"34"	"55.216.172.69.ip.00.s.sophosxl.net"	"126"	"10"				"n 69.172.216.55"
"0x0000b5b4"	"187.124.15.148"	"187.124.27.211"	"1505818666.870742000"	"16"	"34"	"55.216.172.69.ip.00.s.sophosxl.net"	"126"	"10"				"n 69.172.216.55"
"0x00002535"	"207.126.93.146"	"187.124.15.148"	"1505818666.872065000"	"16"	"221"	"3.1o18sr00nn3pr1onp374pqpqr80s5s89p577q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2s8s7p688p9n5onq6n34r1pn7qosr2982o873nrrnqp.q1266on33ss6p174754sor1r9s910720o4s81q99s970o9102n37qp.931np766rn5645s1.i.03.s.sophosxl.net"	"403"	"300,300,300"				"x u"
"0x00006469"	"187.124.15.148"	"187.124.245.116"	"1505818666.872226000"	"16"	"221"	"3.1o18sr00nn3pr1onp374pqpqr80s5s89p577q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2s8s7p688p9n5onq6n34r1pn7qosr2982o873nrrnqp.q1266on33ss6p174754sor1r9s910720o4s81q99s970o9102n37qp.931np766rn5645s1.i.03.s.sophosxl.net"	"301"	"300"				"x u"
"0x0000397d"	"187.124.15.148"	"187.124.27.211"	"1505818666.876363000"	"1"	"8"	"s.cpx.to"	"200"	"25,25,25,25,25,25,25,25"		"52.212.254.111,52.48.66.100,52.17.201.199,52.214.238.56,52.208.96.211,52.30.153.217,52.30.90.179,52.210.53.117"		
"0x0000462b"	"187.124.15.148"	"187.124.27.211"	"1505818666.877904000"	"1"	"8"	"s.cpx.to"	"200"	"25,25,25,25,25,25,25,25"		"52.212.254.111,52.48.66.100,52.17.201.199,52.214.238.56,52.208.96.211,52.30.153.217,52.30.90.179,52.210.53.117"		
"0x0000496e"	"187.124.15.148"	"187.124.27.211"	"1505818666.878492000"	"28"	"8"	"s.cpx.to"	"159"	"493"				
"0x00003c7b"	"187.124.15.148"	"187.124.251.249"	"1505818666.885965000"	"1"	"20"	"kadikoypaintball.com"	"116"	"86,86"		"104.24.105.228,104.24.104.228"		
"0x0000e1e0"	"187.124.15.148"	"187.124.251.249"	"1505818666.885976000"	"28"	"20"	"kadikoypaintball.com"	"140"	"88,88"			"2400:cb00:2048:1::6818:68e4,2400:cb00:2048:1::6818:69e4"	
"0x00004dee"	"203.182.86.180"	"187.124.15.148"	"1505818666.886551000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x00000448"	"187.124.15.148"	"187.124.27.211"	"1505818666.886677000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x0000c5d6"	"187.124.15.148"	"187.124.27.211"	"1505818666.886712000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x00004099"	"187.124.15.148"	"187.124.27.211"	"1505818666.886751000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x0000a227"	"187.124.15.148"	"187.124.27.211"	"1505818666.886788000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x00001161"	"187.124.15.148"	"187.124.27.211"	"1505818666.886827000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x0000cadd"	"187.124.15.148"	"187.124.27.211"	"1505818666.886864000"	"16"	"47"	"frpher.nhqvraprvafvtugf.arg.m.00.s.sophosxl.net"	"152"	"10"				"w u r 1d 0	#03a2547db59a4a73"
"0x00008959"	"203.182.170.248"	"187.124.15.148"	"1505818666.898817000"	"16"	"45"	"cvkry.nqfnsrcebgrpgrq.pbz.m.00.s.sophosxl.net"	"149"	"10"				"w u r 2 0	#8ba2f02d02c6ed85"
"0x0000a83b"	"187.124.15.148"	"187.124.27.211"	"1505818666.898941000"	"16"	"45"	"cvkry.nqfnsrcebgrpgrq.pbz.m.00.s.sophosxl.net"	"149"	"10"				"w u r 2 0	#8ba2f02d02c6ed85"
"0x00006029"	"187.124.15.148"	"187.124.27.211"	"1505818666.898983000"	"16"	"45"	"cvkry.nqfnsrcebgrpgrq.pbz.m.00.s.sophosxl.net"	"149"	"10"				"w u r 2 0	#8ba2f02d02c6ed85"
"0x00005f0e"	"203.219.233.150"	"187.124.15.148"	"1505818666.902177000"	"16"	"219"	"3.1o19sr00nn3pr1o9p374s5pqr8po80no8877q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2q125s12qrn970o3ppoq448633r0p3so1ps19s9rrq8.p9114on028spsp005o3p802opn9n.nn511555s55916r56691q5n76qqo670s0s7n5s36.i.03.s.sophosxl.net"	"401"	"300,300,300"				"x c"
"0x00001b32"	"187.124.15.148"	"187.124.245.116"	"1505818666.902340000"	"16"	"219"	"3.1o19sr00nn3pr1o9p374s5pqr8po80no8877q7s9so7s45n9r65s23oqssp32r2.r88p8r741p635393648s2q125s12qrn970o3ppoq448633r0p3so1ps19s9rrq8.p9114on028spsp005o3p802opn9n.nn511555s55916r56691q5n76qqo670s0s7n5s36.i.03.s.sophosxl.net"	"299"	"300"				"x c"
"0x00006310"	"187.124.15.148"	"187.124.15.180"	"1505818666.905539000"	"12"	"25"	"190.4.48.138.in-addr.arpa"	"129"	"86400"				
"0x00007904"	"203.182.164.218"	"187.124.15.148"	"1505818666.905732000"	"16"	"32"	"12.1.52.216.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x000057b3"	"187.124.15.148"	"187.124.27.211"	"1505818666.905842000"	"16"	"32"	"12.1.52.216.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x0000ed19"	"203.236.188.211"	"187.124.15.148"	"1505818666.915795000"	"16"	"32"	"68.55.47.23.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x000000c8"	"187.124.15.148"	"187.124.27.211"	"1505818666.915916000"	"16"	"32"	"68.55.47.23.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x00006f2d"	"187.124.15.148"	"187.124.27.211"	"1505818666.915956000"	"16"	"32"	"68.55.47.23.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x0000bc42"	"187.124.15.148"	"187.124.27.211"	"1505818666.915998000"	"16"	"32"	"68.55.47.23.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x0000fab5"	"187.124.15.148"	"187.124.27.211"	"1505818666.916044000"	"16"	"32"	"68.55.47.23.ip.00.s.sophosxl.net"	"109"	"10"				""
"0x00004c29"	"203.222.229.153"	"187.124.15.148"	"1505818666.933200000"	"16"	"39"	"ybnqrh.rkryngbe.pbz.m.00.s.sophosxl.net"	"143"	"10"				"w u h 2 0	#d0e44032a757f417"
"0x00009feb"	"187.124.15.148"	"187.124.27.211"	"1505818666.933298000"	"16"	"39"	"ybnqrh.rkryngbe.pbz.m.00.s.sophosxl.net"	"143"	"10"				"w u h 2 0	#d0e44032a757f417"
"0x0000a0f9"	"203.182.170.159"	"187.124.15.148"	"1505818666.954980000"	"16"	"34"	"199.201.17.52.ip.00.s.sophosxl.net"	"111"	"10"				""
"0x00006607"	"187.124.15.148"	"187.124.27.211"	"1505818666.955169000"	"16"	"34"	"199.201.17.52.ip.00.s.sophosxl.net"	"111"	"10"				""
"0x00008489"	"203.182.164.218"	"187.124.15.148"	"1505818666.990206000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x000009b8"	"187.124.15.148"	"187.124.27.211"	"1505818666.990332000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x0000bb24"	"187.124.15.148"	"187.124.27.211"	"1505818666.990369000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x000066b7"	"187.124.15.148"	"187.124.27.211"	"1505818666.990407000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x0000f735"	"187.124.15.148"	"187.124.27.211"	"1505818666.990443000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x00009ea7"	"187.124.15.148"	"187.124.27.211"	"1505818666.990489000"	"16"	"36"	"gntf.oyhrxnv.pbz.m.00.s.sophosxl.net"	"140"	"10"				"w u h 2 0	#d3d3c473649fc9fc"
"0x000042ad"	"203.182.164.218"	"187.124.15.148"	"1505818666.993315000"	"16"	"28"	"f.pck.gb.m.00.s.sophosxl.net"	"132"	"10"				"w u h 2 0	#3c92859d99988d35"
"0x00006599"	"187.124.15.148"	"187.124.27.211"	"1505818666.993439000"	"16"	"28"	"f.pck.gb.m.00.s.sophosxl.net"	"132"	"10"				"w u h 2 0	#3c92859d99988d35"
"0x0000f4e9"	"243.212.118.190"	"187.124.15.148"	"1505818666.994214000"	"16"	"215"	"3.1o19sr00n5pq0s9np374q7q0r8ns65pno477q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ppss37n55195p70on990s9pq2n0.r2264n9021sop664755ro204.7n78rq095sn114r52r01o2n80s7rr466q5s6pqrs.i.08.s.sophosxl.net"	"279"					
"0x0000519c"	"187.124.15.148"	"187.124.187.212"	"1505818666.994313000"	"16"	"215"	"3.1o19sr00n5pq0s9np374q7q0r8ns65pno477q7s9so7s45n9r65rsrp64408602.q09p8r741p635393648s2q125s12qrn970o3ppss37n55195p70on990s9pq2n0.r2264n9021sop664755ro204.7n78rq095sn114r52r01o2n80s7rr466q5s6pqrs.i.08.s.sophosxl.net"	"279"					
